State,County Name,#hospital,hospital_rating
WI,LA CROSSE,2,4.0
WI,LAFAYETTE,1,3.0
WI,LANGLADE,1,4.0
WI,LINCOLN,2,3.0
WI,MANITOWOC,2,4.0
WI,MARATHON,2,3.0
WI,MARINETTE,1,4.0
WI,MILWAUKEE,7,3.4285714285714284
WI,MONROE,1,4.0
WI,OCONTO,1,3.0
WI,ONEIDA,2,3.5
WI,OUTAGAMIE,3,3.3333333333333335
WI,OZAUKEE,2,3.5
WI,PIERCE,1,4.0
WI,POLK,3,3.6666666666666665
WI,PORTAGE,1,4.0
WI,PRICE,1,4.0
WI,RACINE,2,3.5
WI,RICHLAND,1,4.0
WI,ROCK,3,3.3333333333333335
WI,RUSK,1,3.0
WI,SAINT CROIX,2,4.0
WI,SAUK,3,4.0
WI,SAWYER,1,4.0
WI,SHAWANO,1,3.0
WI,SHEBOYGAN,2,3.5
WI,TAYLOR,1,4.0
WI,VERNON,2,4.0
WI,VILAS,1,4.0
WI,WALWORTH,2,3.5
WI,WASHBURN,1,3.0
WI,WASHINGTON,2,3.5
WI,WAUKESHA,4,3.75
WI,WAUPACA,1,3.0
WI,WINNEBAGO,3,3.6666666666666665
WI,WOOD,2,2.5
WV,BERKELEY,1,3.0
WV,BOONE,1,3.0
WV,CABELL,2,2.5
WV,CALHOUN,1,3.0
WV,FAYETTE,1,3.0
WV,GRANT,1,3.0
WV,GREENBRIER,1,3.0
WV,HANCOCK,1,3.0
WV,HARRISON,1,3.0
WV,JACKSON,1,3.0
WV,JEFFERSON,1,3.0
WV,KANAWHA,3,3.3333333333333335
WV,LEWIS,1,3.0
WV,LOGAN,1,3.0
WV,MARION,1,2.0
WV,MARSHALL,1,3.0
WV,MASON,1,3.0
WV,MCDOWELL,1,3.0
WV,MERCER,2,2.5
WV,MINGO,1,3.0
WV,MONONGALIA,2,2.5
WV,NICHOLAS,1,2.0
WV,OHIO,2,2.0
WV,PRESTON,1,3.0
WV,RALEIGH,2,2.0
WV,RANDOLPH,1,3.0
WV,ROANE,1,3.0
WV,UPSHUR,1,3.0
WV,WETZEL,1,3.0
WV,WOOD,1,2.0
WY,ALBANY,1,4.0
WY,CAMPBELL,1,2.0
WY,CONVERSE,1,3.0
WY,FREMONT,1,3.0
WY,GOSHEN,1,3.0
WY,LARAMIE,1,2.0
WY,LINCOLN,1,3.0
WY,NATRONA,1,3.0
WY,PARK,2,3.5
WY,PLATTE,1,3.0
WY,SHERIDAN,1,3.0
WY,SWEETWATER,1,2.0
WY,TETON,1,4.0
WY,UINTA,1,3.0
WY,WASHAKIE,1,3.0
